Tipo de dato;Agregados macroeconómicos;Niveles y tasas;Periodo;Total
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1996T1;42,063
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1995T4;
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1995T3;
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1995T2;
Datos no ajustados de estacionalidad y calendario;VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1995T1;
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2021T2;16.998
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2021T1;14.194
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2020T4;17.401
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2020T3;15.783
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2020T2;15.29
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2020T1;15.268
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2019T4;19.042
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2019T3;16.683
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2019T2;19.167
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2019T1;15.823
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2018T4;17.752
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2018T3;15.46
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2018T2;17.079
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2018T1;14.176
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2017T4;16.857
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2017T3;14.974
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2017T2;16.596
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2017T1;13.643
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2016T4;15.967
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2016T3;14.373
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2016T2;15.799
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2016T1;13.235
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2015T4;15.447
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2015T3;13.583
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2015T2;14.998
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2015T1;12.412
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2014T4;14.673
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2014T3;12.853
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2014T2;14.103
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2014T1;11.662
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2013T4;14.62
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2013T3;12.877
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2013T2;14.109
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2013T1;12.192
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2012T4;16.643
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2012T3;14.754
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2012T2;16.613
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2012T1;14.693
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2011T4;19.16
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2011T3;17.208
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2011T2;19.728
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2011T1;17.461
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2010T4;23.268
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2010T3;20.795
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2010T2;22.836
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2010T1;20.661
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2009T4;27.729
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2009T3;25.801
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2009T2;28.823
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2009T1;25.222
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2008T4;30.14
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2008T3;28.084
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2008T2;30.723
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2008T1;26.602
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2007T4;29.944
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2007T3;27.372
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2007T2;29.712
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2007T1;26.06
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2006T4;29.375
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2006T3;26.666
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2006T2;28.249
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2006T1;24.524
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2005T4;27.383
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2005T3;23.747
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2005T2;25.48
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2005T1;22.398
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2004T4;24.579
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2004T3;20.514
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2004T2;22.727
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2004T1;19.727
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2003T4;21.865
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2003T3;19.075
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2003T2;21.384
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2003T1;18.626
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2002T4;20.355
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2002T3;17.347
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2002T2;19.639
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2002T1;17.077
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2001T4;18.504
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2001T3;15.829
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2001T2;17.847
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2001T1;15.107
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2000T4;16.25
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2000T3;14.063
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2000T2;15.737
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;2000T1;13.496
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1999T4;14.51
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1999T3;12.356
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1999T2;13.85
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1999T1;11.685
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1998T4;12.955
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1998T3;11.073
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1998T2;12.137
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1998T1;10.383
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1997T4;11.719
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1997T3;9.981
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1997T2;11.165
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1997T1;9.588
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1996T4;11.025
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1996T3;9.633
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1996T2;10.683
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1996T1;9.267
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1995T4;10.722
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1995T3;9.173
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1995T2;10.48
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Dato base;1995T1;9.137
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2021T2;197,548
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2021T1;-184,300
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2020T4;102,515
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2020T3;32,243
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2020T2;0,1441
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2020T1;-198,193
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2019T4;141,401
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2019T3;-129,598
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2019T2;211,338
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2019T1;-108,664
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2018T4;148,254
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2018T3;-94,795
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2018T2;204,783
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2018T1;-159,044
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);Variación trimestral;2017T4;125,751
